id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1267121,35,157,1878,280.33,282.33,0,0,190
1495768,35,157,2306,221.19,324.01,0,0,150
1049433,35,157,2126,551.93,532.53,0,1,27
1126597,35,157,2826,269.72,268.72,0,0,107
1377956,35,157,1754,244.47,245.47,0,0,350
1112264,35,157,1971,261.93,261.93,0,0,393
1328503,35,157,1247,485.03,486.03,0,0,15
1377484,35,157,1770,484.03,486.03,0,0,14
1065412,35,157,1558,641.23,639.23,0,0,40
1431096,35,157,2581,639.23,640.23,0,0,81
1037486,35,157,1962,639.23,641.23,0,0,55
1253853,35,157,1445,629.53,630.53,0,0,96
1105521,35,157,2444,630.53,630.53,0,0,28
1295683,35,157,2760,232.83,231.83,0,0,108
1480299,35,157,1525,242.5,271.63,0,0,55
1392807,35,157,2704,242.5,291.03,0,0,67
1274692,35,157,2492,445.23,447.23,0,0,15
1386539,35,157,2304,387.03,522.83,0,0,80
1219352,35,157,2664,327.89,327.89,0,0,162
1134624,35,157,2569,328.89,326.89,0,0,162
1075595,35,157,2490,242.5,243.5,0,0,177
1315216,35,106,1885,95.06,96.06,0,0,459
1364304,35,106,1993,95.09,94.09,0,0,420
1296256,35,106,2539,94.09,95.09,0,0,216
1222822,35,106,2139,298.82,296.82,0,0,15
1477326,35,106,2631,149.41,262.93,0,0,81
1080748,35,106,1248,146.5,261.93,0,0,55
1310379,35,106,1778,159.14,159.14,0,0,405
1282764,35,106,1062,159.08,159.08,0,0,339
1371535,35,106,2707,214.4,215.4,0,0,149
1163957,35,106,1207,318.22,388.03,0,1,501
1331514,35,106,1230,310.46,380.24,0,1,419
1031235,35,106,2322,314.28,384.15,0,1,459
1191580,35,106,2290,309.43,311.43,0,0,487
1465804,35,106,1727,403.55,402.55,0,0,177
1466379,35,106,1109,280.36,281.36,0,0,217
1188454,35,106,2577,282.33,281.33,0,0,135
1233138,35,106,2640,281.33,281.33,0,0,176
1259070,35,106,1878,281.33,281.33,0,0,190
1183154,35,106,2306,244.5,338.53,0,0,96
1396526,35,106,1216,337.59,377.36,1,0,40
1356867,35,106,2126,553.93,553.93,0,0,15
1352763,35,106,2826,281.36,280.36,0,0,418
1319888,35,106,1754,281.33,282.33,0,0,283
1200816,35,106,1971,291.06,291.06,0,0,350
1429175,35,106,1247,485.03,486.03,0,0,54
1413070,35,106,1770,486.03,484.03,0,0,13
1252294,35,106,1558,639.23,641.23,0,0,67
1118416,35,106,2581,641.23,639.23,0,0,54
1288022,35,106,1962,639.23,641.23,0,0,53
1377563,35,106,1445,631.53,709.13,0,0,95
1010020,35,106,2760,231.83,232.83,0,0,80
1323861,35,106,2704,243.5,292.03,0,0,40
1238542,35,106,2492,447.23,445.23,0,0,40
1157712,35,106,1543,389.03,504.43,0,1,107
1397571,35,106,2304,387.03,505.43,0,1,26
1229824,35,106,2664,327.89,326.89,0,0,271
1056813,35,106,2569,328.89,326.89,0,0,258
1448612,35,106,2490,242.5,242.5,0,0,189
1349272,35,64,1885,119.34,120.34,0,0,312
1232685,35,64,1993,120.34,120.34,0,0,472
1376964,35,64,2539,115.43,116.43,0,0,216
1025223,35,64,2139,267.75,267.75,0,0,14
1441517,35,64,2631,144.59,153.32,0,1,28
1092851,35,64,1248,148.47,142.62,0,1,95
1279712,35,64,1778,160.11,158.11,0,0,284
1331824,35,64,1062,151.32,153.32,0,0,620
1405153,35,64,2707,221.19,221.19,0,0,296
1184773,35,64,1207,315.31,315.31,0,0,203
1033943,35,64,1230,318.19,319.19,0,0,68
1327165,35,64,2322,321.13,320.13,0,0,96
1339147,35,64,2290,300.73,301.73,0,0,418
1029860,35,64,1727,427.83,425.83,0,0,109
1005565,35,64,1109,281.36,279.36,0,0,148
1269615,35,64,2577,282.33,281.33,0,0,161
1170824,35,64,2640,282.33,280.33,0,0,188
1177062,35,64,1878,282.33,282.33,0,0,148
1232993,35,64,2306,244.5,308.52,0,1,67
1141636,35,64,1216,338.59,418.13,1,0,40
1274582,35,64,2126,551.93,533.53,0,1,40
1139233,35,64,2826,328.86,329.86,0,0,175
1145994,35,64,1754,291.0,292.0,0,0,109
1296392,35,64,1971,310.43,310.43,0,0,163
1164034,35,64,1902,484.03,484.03,0,0,28
1327782,35,64,1247,485.03,484.03,0,0,14
1494100,35,64,1558,640.23,641.23,0,1,95
1036832,35,64,2581,640.23,640.23,0,1,203
1267446,35,64,1962,639.23,639.23,0,1,94
1093518,35,64,1445,629.53,709.13,0,1,80
1375383,35,64,2444,631.53,707.13,0,1,14
1088483,35,64,2760,232.83,233.83,0,0,134
1167719,35,64,1525,242.5,292.03,0,0,95
1294284,35,64,2704,254.17,255.17,0,0,162
1329236,35,64,2492,445.23,445.23,0,0,15
1433942,35,64,1543,387.03,503.43,0,0,68
1269313,35,64,2304,389.03,505.43,0,0,67
1019084,35,64,2664,326.89,326.89,0,0,377
1180985,35,64,2569,326.89,327.89,0,0,364
1072997,35,64,2490,242.5,244.5,0,0,161
1153200,35,129,1885,119.31,121.31,0,0,607
1109372,35,129,1993,122.28,120.28,0,0,473
1289262,35,129,2539,122.25,122.25,0,0,215
1355651,35,129,2139,297.82,298.82,0,0,54
1207019,35,129,2631,155.26,262.93,0,1,107
1132259,35,129,1248,151.38,260.93,0,0,55
1497044,35,129,1778,160.11,159.11,0,0,177
1364761,35,129,1062,158.14,158.14,0,0,337
1453464,35,129,2707,227.04,227.04,0,0,231
1481908,35,129,1207,323.98,323.98,0,0,175
1003727,35,129,1230,319.19,319.19,0,0,150
1415943,35,129,2322,301.67,301.67,0,0,42
1454197,35,129,2290,305.61,303.61,0,0,485
1333030,35,129,1727,426.83,425.83,0,0,96
1337660,35,129,1109,283.3,283.3,0,0,163
1399826,35,129,2577,281.33,281.33,0,0,150
1348687,35,129,2640,281.33,281.33,0,0,163
1390331,35,129,1878,280.33,282.33,0,0,256
1352188,35,129,2306,242.5,340.53,0,0,96
1173524,35,129,1216,337.59,417.13,1,0,40
1125878,35,129,2126,551.93,553.93,0,0,42
1115782,35,129,2826,327.86,329.86,0,0,190
1188074,35,129,1754,311.43,311.43,0,0,55
1402305,35,129,1971,309.43,311.43,0,0,203
1476099,35,129,1770,486.03,484.03,0,0,15
1326239,35,129,1558,640.23,641.23,0,0,69
1241082,35,129,2581,639.23,639.23,0,0,54
1482145,35,129,1962,641.23,640.23,0,0,95
1142458,35,129,1445,631.53,707.13,0,0,15
1065124,35,129,2444,631.53,631.53,0,0,27
1384457,35,129,2867,630.53,631.53,0,0,15
1156341,35,129,2760,232.83,231.83,0,0,94
1447976,35,129,1525,243.5,244.5,0,0,96
1009478,35,129,2704,248.32,249.32,0,0,109
1300215,35,129,1543,389.03,504.43,0,0,94
1263466,35,129,2304,387.03,505.43,0,0,26
1494695,35,129,2664,327.89,328.89,0,0,270
1235720,35,129,2569,327.89,326.89,0,0,256
1223434,35,129,2490,243.5,243.5,0,0,242
1183580,35,14,1885,144.53,144.53,0,1,594
1270490,35,14,1993,143.56,154.29,0,1,447
1119764,35,14,2539,144.56,154.26,0,1,419
1318414,35,14,2631,151.35,150.35,0,0,80
1327659,35,14,1248,155.26,154.26,0,0,42
1370649,35,14,1778,161.02,183.33,0,0,379
1240248,35,14,1062,163.99,182.39,0,0,256
1052641,35,14,2707,225.04,226.04,0,0,473
1359402,35,14,1207,472.45,471.45,0,0,162
1497244,35,14,1230,476.33,476.33,0,0,67
1115071,35,14,2322,463.66,463.66,0,0,244
1313242,35,14,2290,278.42,278.42,0,0,312
1306950,35,14,1727,447.23,447.23,0,0,41
1443955,35,14,1109,219.28,309.43,0,0,68
1395473,35,14,2577,281.33,280.33,0,0,26
1219182,35,14,2640,282.33,281.33,0,0,95
1073407,35,14,1878,281.33,282.33,0,0,55
1135675,35,14,2306,244.5,339.53,0,0,13
1047729,35,14,1216,338.59,406.43,1,0,26
1491773,35,14,2126,435.59,532.53,0,1,41
1175861,35,14,2826,317.19,319.19,0,0,42
1336394,35,14,1754,277.48,275.48,0,0,13
1103908,35,14,1971,310.4,312.4,0,0,94
1093384,35,14,1198,179.51,179.51,0,0,243
1230810,35,14,1311,197.94,223.16,0,0,176
1067596,35,14,1803,167.81,227.95,0,0,256
1146737,35,14,1438,258.08,256.08,0,0,27
1126129,35,14,1558,678.03,678.03,0,0,14
1344442,35,14,2581,678.03,678.03,0,0,108
1246105,35,14,1962,679.03,678.03,0,0,94
1140221,35,14,1445,669.33,668.33,0,0,14
1258556,35,14,2444,670.33,668.33,0,0,26
1475069,35,14,2760,241.53,242.53,0,0,53
1363057,35,14,2704,243.53,290.03,0,0,68
1372087,35,14,1543,387.03,484.03,0,0,42
1498331,35,14,2664,320.13,319.13,0,0,202
1494755,35,14,2569,362.81,361.81,0,0,82
1210969,35,14,2490,254.2,253.2,0,0,364
1164866,35,17,1885,145.53,146.53,0,0,728
1055206,35,17,1993,145.56,145.56,0,0,648
1290772,35,17,2139,298.82,298.82,0,0,15
1041280,35,17,2631,149.41,149.41,0,0,40
1479332,35,17,1248,155.26,154.26,0,0,109
1351148,35,17,1778,164.96,163.96,0,0,472
1328153,35,17,1062,161.99,163.99,0,0,378
1450093,35,17,2707,226.98,228.98,0,0,432
1133736,35,17,1207,456.93,455.93,0,0,67
1048920,35,17,1230,470.45,470.45,0,0,149
1283965,35,17,2322,474.33,474.33,0,0,190
1259769,35,17,2290,320.13,320.13,0,0,325
1313456,35,17,1727,447.23,446.23,0,0,82
1125875,35,17,1109,256.11,311.43,0,0,162
1441125,35,17,2577,282.33,281.33,0,0,68
1271886,35,17,2640,281.33,280.33,0,0,175
1301726,35,17,1878,282.33,282.33,0,0,13
1055298,35,17,2306,244.5,338.53,0,0,15
1125693,35,17,1216,337.59,408.43,1,0,27
1145870,35,17,2126,433.59,533.53,0,0,69
1133995,35,17,2826,321.13,319.13,0,0,69
1273392,35,17,1754,267.72,267.72,0,0,67
1202762,35,17,1971,311.4,310.4,0,0,96
1208568,35,17,1902,445.23,447.23,0,0,27
1052355,35,17,1247,445.23,446.23,0,0,13
1302227,35,17,1198,196.97,195.97,0,0,216
1364666,35,17,1311,176.6,207.64,0,0,420
1302160,35,17,1803,133.86,184.3,0,0,419
1386905,35,17,1438,257.08,256.08,0,0,27
1482491,35,17,1847,256.08,258.08,0,0,15
1184584,35,17,1558,678.03,680.03,0,0,42
1007503,35,17,2581,679.03,680.03,0,0,53
1345945,35,17,1962,680.03,679.03,0,0,148
1494921,35,17,1445,670.33,670.33,0,0,80
1290037,35,17,2444,668.33,669.33,0,0,94
1398226,35,17,2760,242.53,242.53,0,0,69
1486765,35,17,2492,387.03,388.03,0,0,15
1262006,35,17,1543,387.03,484.03,0,0,82
1047406,35,17,2304,387.03,484.03,0,0,26
1331415,35,17,2664,319.13,320.13,0,0,216
1428641,35,17,2569,363.81,361.81,0,0,108
1415320,35,17,2490,240.59,240.59,0,0,269
1187854,35,153,1885,146.53,146.53,0,0,609
1411607,35,153,1993,145.5,147.5,0,0,323
1136575,35,153,2539,140.65,142.65,0,0,163
1491376,35,153,2139,297.82,298.82,0,0,13
1428687,35,153,2631,149.38,151.38,0,0,54
1436968,35,153,1248,153.26,153.26,0,0,123
1016031,35,153,1778,157.17,183.33,0,0,242
1148352,35,153,1062,161.08,184.33,0,0,446
1430433,35,153,2707,222.13,224.13,0,0,404
1314245,35,153,1207,355.08,354.08,0,0,122
1360611,35,153,1230,441.38,440.38,0,0,54
1162409,35,153,2322,481.12,482.12,0,0,82
1143114,35,153,2290,302.7,301.7,0,0,689
1351460,35,153,1727,446.23,446.23,0,0,94
1468675,35,153,1109,273.57,311.43,0,0,231
1392381,35,153,2577,282.33,280.33,0,0,150
1345909,35,153,2640,280.39,279.39,0,0,244
1499746,35,153,1878,282.33,280.33,0,0,122
1137713,35,153,2306,242.5,340.53,0,1,94
1205816,35,153,1216,336.59,406.43,1,0,41
1359403,35,153,2126,435.59,532.53,0,1,27
1417460,35,153,2826,321.13,320.13,0,0,54
1237571,35,153,1754,270.63,271.63,0,0,310
1280018,35,153,1971,322.04,324.04,0,0,188
1313616,35,153,1902,447.23,447.23,0,0,27
1084378,35,153,1770,486.03,485.03,0,0,15
1317903,35,153,1198,172.69,212.43,0,0,177
1355788,35,153,1311,193.09,193.09,0,0,270
1093755,35,153,1803,125.19,212.43,0,0,175
1458547,35,153,1438,258.08,257.08,0,0,53
1498184,35,153,2494,258.08,257.08,0,0,15
1363183,35,153,1847,258.08,256.08,0,0,26
1312429,35,153,1558,678.03,678.03,0,0,55
1236460,35,153,2581,678.03,678.03,0,0,41
1070212,35,153,1962,679.03,680.03,0,0,149
1471512,35,153,1445,668.33,670.33,0,0,40
1475346,35,153,2444,647.96,647.96,0,0,122
1406346,35,153,2867,485.03,618.86,0,0,14
1141337,35,153,2760,242.53,243.53,0,0,41
1453801,35,153,1525,241.59,291.03,0,0,148
1197771,35,153,2704,242.53,290.03,0,0,135
1267607,35,153,2492,387.03,387.03,0,1,15
1169922,35,153,1543,387.03,484.03,0,0,96
1018358,35,153,2304,389.03,486.03,0,0,69
1289570,35,153,2664,319.13,319.13,0,0,392
1323106,35,153,2569,321.13,319.13,0,0,256
1125506,35,153,2490,252.2,254.2,0,0,474
1153892,35,139,1885,95.06,96.06,0,0,107
1165502,35,139,1993,97.06,96.06,0,0,123
1298363,35,139,2539,91.18,93.18,0,0,26
1008594,35,139,2631,145.5,262.93,0,1,27
1148824,35,139,1248,155.26,261.93,0,0,42
1199232,35,139,1778,157.14,159.14,0,0,134
1477057,35,139,1062,158.11,159.11,0,0,297
1018705,35,139,2707,224.13,223.13,0,0,96
1395741,35,139,1207,318.16,319.16,0,0,243
1286438,35,139,1230,316.22,317.22,0,0,149
1254067,35,139,2290,270.63,270.63,0,0,216
1357755,35,139,1727,402.55,402.55,0,0,68
1304276,35,139,1109,247.35,304.58,0,0,68
1493071,35,139,2640,282.33,280.33,0,0,14
1204855,35,139,1878,282.33,280.33,0,0,41
1292857,35,139,2306,243.5,340.53,0,0,28
1076386,35,139,1216,338.59,417.13,1,0,28
1472968,35,139,2826,280.36,279.36,0,0,40
1010134,35,139,1754,242.56,280.33,0,0,107
1470683,35,139,1971,290.06,289.06,0,0,311
1410878,35,139,1558,639.23,639.23,0,0,95
1037996,35,139,2581,640.23,640.23,0,0,122
1386965,35,139,1962,639.23,640.23,0,0,135
1342769,35,139,1445,629.53,709.13,0,1,27
1461849,35,139,1525,242.5,282.33,0,1,13
1301499,35,139,1543,388.03,503.43,0,0,15
1130531,35,139,2304,389.03,505.43,0,0,53
1428556,35,139,2664,328.89,326.89,0,0,122
1029696,35,139,2569,326.89,326.89,0,0,163
1015936,35,139,2490,242.5,243.5,0,0,283
1252395,35,161,1885,95.06,97.06,0,0,323
1131974,35,161,1993,94.12,93.12,0,0,366
1257075,35,161,2631,145.5,262.93,0,1,28
1044857,35,161,1248,147.5,147.5,0,0,28
1176331,35,161,1778,163.99,163.99,0,0,42
1166124,35,161,1062,163.02,163.02,0,0,190
1212241,35,161,2707,218.25,219.25,0,0,67
1220802,35,161,1207,324.98,324.98,0,0,28
1277997,35,161,1230,324.98,323.98,0,0,69
1351517,35,161,2322,315.31,313.31,0,0,42
1145187,35,161,2290,296.85,295.85,0,0,297
1499566,35,161,1727,403.55,403.55,0,0,122
1205783,35,161,1109,310.43,309.43,0,0,96
1141893,35,161,2577,281.33,281.33,0,0,148
1423087,35,161,2640,282.33,281.33,0,0,177
1099591,35,161,1878,282.33,280.33,0,0,242
1497693,35,161,2306,244.5,338.53,0,0,122
1306944,35,161,1216,337.59,389.94,1,0,28
1426693,35,161,2126,553.93,552.93,0,0,15
1409921,35,161,2826,279.36,281.36,0,0,95
1172840,35,161,1754,269.72,268.72,0,0,230
1182158,35,161,1971,291.06,290.06,0,0,107
1214847,35,161,1247,486.03,485.03,0,0,14
1359518,35,161,1558,641.23,641.23,0,0,28
1287662,35,161,2581,640.23,640.23,0,0,28
1489394,35,161,1962,641.23,641.23,0,0,80
1196281,35,161,1445,630.53,681.91,0,1,55
1361621,35,161,2444,631.53,709.13,0,1,28
1469701,35,161,2867,629.53,709.13,0,1,94
1268648,35,161,2760,233.83,232.83,0,0,55
1089066,35,161,1525,242.5,270.63,0,0,82
1074162,35,161,2664,328.89,326.89,0,0,215
1112429,35,161,2569,328.89,326.89,0,0,55
1467907,35,161,2490,242.5,243.5,0,0,150
1249980,35,81,1885,96.09,94.09,0,0,391
1327457,35,81,1993,93.12,93.12,0,0,366
1025033,35,81,2539,98.03,98.03,0,0,68
1072772,35,81,2139,296.82,296.82,0,0,15
1307475,35,81,2631,152.32,153.32,0,0,176
1073529,35,81,1248,153.26,155.26,0,0,14
1456975,35,81,1778,160.11,158.11,0,0,216
1049252,35,81,1062,160.08,160.08,0,0,458
1034764,35,81,2707,228.95,227.95,0,0,215
1087931,35,81,1207,300.73,299.73,0,0,149
1278157,35,81,1230,324.01,323.01,0,0,177
1192873,35,81,2322,319.16,320.16,0,0,271
1002618,35,81,2290,293.91,294.91,0,0,527
1403236,35,81,1727,402.55,402.55,0,0,134
1293028,35,81,1109,279.42,279.42,0,0,229
1197473,35,81,2577,280.33,282.33,0,0,13
1202598,35,81,2640,282.33,282.33,0,0,95
1076592,35,81,1878,281.33,282.33,0,0,82
1136855,35,81,2306,244.5,338.53,0,1,14
1103666,35,81,1216,336.59,391.94,1,0,40
1449720,35,81,2126,551.93,533.53,0,1,53
1441790,35,81,2826,279.36,279.36,0,0,391
1320190,35,81,1754,282.33,282.33,0,0,230
1098301,35,81,1971,289.06,289.06,0,0,311
1489842,35,81,1247,486.03,484.03,0,0,13
1496905,35,81,1558,641.23,640.23,0,0,67
1458251,35,81,2581,640.23,640.23,0,0,94
1285434,35,81,1962,641.23,640.23,0,0,81
1316333,35,81,1445,631.53,684.88,0,1,13
1437353,35,81,2444,630.53,680.03,0,1,82
1379795,35,81,2867,629.53,707.13,0,1,55
1473735,35,81,2760,232.83,232.83,0,0,67
1292435,35,81,1525,244.5,271.63,0,0,176
1074949,35,81,2704,247.38,248.38,0,0,177
1333242,35,81,2492,447.23,446.23,0,0,14
1255988,35,81,1543,389.03,505.43,0,0,15
1071117,35,81,2304,388.03,504.43,0,0,15
1204191,35,81,2664,328.89,327.89,0,0,217
1265231,35,81,2569,326.89,326.89,0,0,298
1364885,35,81,2490,242.5,244.5,0,0,244
1354205,35,26,1885,121.25,123.25,0,0,216
1037245,35,26,1993,121.28,120.28,0,0,325
1483258,35,26,2631,151.35,144.59,0,1,134
1480211,35,26,1248,153.26,155.26,0,0,28
1228292,35,26,1778,154.29,154.29,0,0,121
1057260,35,26,1062,153.29,152.29,0,0,486
1215662,35,26,2707,221.19,220.19,0,0,135
1486732,35,26,1207,312.34,312.34,0,0,189
1303466,35,26,1230,318.22,318.22,0,0,188
1059917,35,26,2322,305.55,307.55,0,0,217
1290602,35,26,2290,293.0,291.0,0,0,459
1231338,35,26,1727,427.83,426.83,0,0,82
1168694,35,26,1109,248.32,300.7,0,0,109
1363567,35,26,2577,280.33,282.33,0,0,13
1056081,35,26,2640,281.33,280.33,0,0,15
1425278,35,26,1878,281.33,281.33,0,0,81
1402768,35,26,2306,243.5,308.52,0,0,42
1251226,35,26,1216,337.59,416.13,1,0,54
1369450,35,26,2126,552.93,553.93,0,0,13
1040129,35,26,2826,327.86,327.86,0,0,107
1378919,35,26,1754,234.77,292.03,0,0,82
1163435,35,26,1971,248.35,291.03,0,0,177
1035989,35,26,1902,485.03,484.03,0,0,15
1150224,35,26,1247,486.03,485.03,0,0,26
1315861,35,26,1558,639.23,640.23,0,0,54
1382841,35,26,2581,640.23,640.23,0,0,69
1289269,35,26,1962,639.23,639.23,0,0,69
1289666,35,26,1445,629.53,629.53,0,0,26
1216481,35,26,2760,232.83,231.83,0,0,41
1237035,35,26,1525,243.5,291.03,0,1,13
1416349,35,26,2704,244.5,291.03,0,0,54
1229265,35,26,2492,446.23,446.23,0,0,14
1297741,35,26,1543,387.03,503.43,0,0,27
1499756,35,26,2304,410.31,504.43,0,0,68
1477998,35,26,2664,327.89,328.89,0,0,107
1094541,35,26,2569,328.89,326.89,0,0,177
1448852,35,26,2490,242.5,242.5,0,0,229
1129034,35,73,1885,95.06,97.06,0,0,474
1112145,35,73,1993,95.06,95.06,0,0,257
1302315,35,73,2539,97.03,98.03,0,0,95
1202025,35,73,2139,297.82,456.93,0,0,15
1120358,35,73,2631,150.35,260.93,0,1,68
1325344,35,73,1248,154.26,260.93,0,0,28
1295744,35,73,1778,160.05,160.05,0,0,216
1004682,35,73,1062,159.08,160.08,0,0,312
1333611,35,73,2707,173.66,231.83,0,0,176
1279310,35,73,1207,322.1,321.1,0,0,229
1432020,35,73,1230,316.22,317.22,0,0,54
1471126,35,73,2322,322.1,322.1,0,0,149
1106512,35,73,2290,310.43,309.43,0,0,487
1048913,35,73,1727,403.55,404.55,0,0,26
1399573,35,73,1109,243.5,306.58,0,0,204
1409364,35,73,2577,282.33,282.33,0,0,107
1137093,35,73,2640,280.33,280.33,0,0,135
1190028,35,73,1878,282.33,281.33,0,0,94
1181913,35,73,2306,242.5,338.53,0,0,82
1146814,35,73,1216,287.12,398.73,1,0,150
1283383,35,73,2126,551.93,552.93,0,1,68
1300918,35,73,2826,279.36,281.36,0,0,149
1289832,35,73,1754,263.84,265.84,0,0,242
1305162,35,73,1971,289.06,291.06,0,0,325
1285592,35,73,1902,486.03,486.03,0,0,13
1086770,35,73,1770,485.03,484.03,0,0,15
1167740,35,73,1558,640.23,641.23,0,0,94
1189560,35,73,2581,641.23,641.23,0,0,216
1402926,35,73,1962,641.23,639.23,0,0,28
1256016,35,73,1445,630.53,709.13,0,0,27
1481995,35,73,2492,447.23,446.23,0,0,54
1075632,35,73,1543,402.58,504.43,0,0,108
1192650,35,73,2304,388.03,503.43,0,0,108
1071298,35,73,2664,327.89,326.89,0,0,230
1475782,35,73,2569,326.89,327.89,0,0,393
1267214,35,73,2490,244.5,244.5,0,0,150
1347098,35,50,1885,120.28,120.31,0,1,1282
1278059,35,50,1993,121.28,121.28,0,1,1511
1408262,35,50,2139,296.82,297.82,0,0,27
1207122,35,50,2631,143.59,143.59,0,0,42
1297406,35,50,1248,150.38,151.38,0,0,54
1494980,35,50,1778,160.08,161.08,0,0,242
1430675,35,50,1062,160.05,161.05,0,0,338
1187636,35,50,2707,222.13,222.13,0,0,339
1100159,35,50,1207,319.19,319.19,0,0,135
1368629,35,50,1230,318.19,319.19,0,0,216
1125140,35,50,2322,316.25,316.25,0,0,256
1316412,35,50,2290,310.43,309.43,0,0,717
1184823,35,50,1727,426.83,427.83,0,0,163
1123235,35,50,1109,285.18,286.18,0,0,216
1074997,35,50,2577,281.33,281.33,0,0,242
1075310,35,50,2640,281.33,281.33,0,0,242
1350487,35,50,1878,282.33,280.33,0,0,216
1455951,35,50,2306,243.5,338.53,0,0,82
1446733,35,50,1216,337.59,417.13,1,0,13
1430486,35,50,2126,551.93,552.93,0,0,26
1403590,35,50,2826,328.86,328.86,0,0,161
1344188,35,50,1754,309.43,311.43,0,0,95
1445264,35,50,1971,311.43,309.43,0,0,229
1348382,35,50,1247,484.03,486.03,0,0,55
1462334,35,50,1770,484.03,485.03,0,0,42
1335375,35,50,1558,640.23,641.23,0,0,41
1354119,35,50,2581,640.23,639.23,0,0,80
1124038,35,50,1962,641.23,641.23,0,0,149
1415296,35,50,1445,629.53,629.53,0,0,108
1343506,35,50,2444,631.53,658.63,0,1,55
1224472,35,50,2867,629.53,709.13,0,1,94
1484388,35,50,2760,233.83,233.83,0,0,188
1103334,35,50,1525,244.5,276.51,0,0,81
1378543,35,50,2704,252.26,252.26,0,0,82
1089087,35,50,2492,445.23,445.23,0,0,54
1283114,35,50,1543,389.03,456.87,0,0,26
1017049,35,50,2304,398.67,503.43,0,0,136
1257743,35,50,2664,326.89,326.89,0,0,662
1017587,35,50,2569,327.89,328.89,0,0,474
1096766,35,50,2490,244.5,243.5,0,0,271
1228958,35,104,1885,120.31,119.31,0,1,971
1118133,35,104,1993,121.31,141.62,0,1,1203
1422862,35,104,2539,119.31,121.31,0,0,324
1395366,35,104,2139,284.27,284.27,0,0,54
1317450,35,104,2631,153.26,155.26,0,0,82
1081359,35,104,1248,151.35,150.35,0,0,69
1203279,35,104,1778,158.11,179.45,0,0,851
1443366,35,104,1062,163.02,184.36,0,0,676
1255194,35,104,2707,230.86,231.86,0,0,634
1142001,35,104,1207,453.05,451.05,0,0,53
1348934,35,104,1230,429.74,429.74,0,0,55
1311777,35,104,2322,469.51,470.51,0,0,215
1105234,35,104,2290,291.0,293.0,0,0,744
1343629,35,104,1727,434.59,434.59,0,0,134
1169046,35,104,1109,274.54,274.54,0,0,215
1006888,35,104,2577,282.33,281.33,0,0,27
1444509,35,104,2640,282.33,281.33,0,1,107
1199927,35,104,1878,281.33,282.33,0,1,80
1406069,35,104,2306,209.58,387.03,0,1,95
1353945,35,104,1216,336.59,406.43,1,0,26
1038069,35,104,2126,434.59,465.66,0,1,55
1347803,35,104,2826,320.13,320.13,0,0,94
1231773,35,104,1754,284.27,282.27,0,0,108
1124514,35,104,1971,309.43,310.43,0,0,431
1354810,35,104,1902,445.23,445.23,0,0,14
1137705,35,104,1247,446.23,447.23,0,0,13
1207722,35,104,1770,485.03,484.03,0,0,15
1467358,35,104,1198,166.84,166.84,0,0,1081
1080317,35,104,1311,169.78,206.64,0,0,636
1071144,35,104,1803,194.06,192.06,0,0,512
1056820,35,104,1438,258.08,258.08,0,0,15
1433850,35,104,1558,679.03,679.03,0,0,108
1119504,35,104,2581,679.03,679.03,0,0,96
1431375,35,104,1962,678.03,680.03,0,0,229
1174754,35,104,1445,670.33,669.33,0,0,40
1305784,35,104,2444,670.33,619.86,0,1,40
1015511,35,104,2867,669.33,620.86,0,1,53
1093375,35,104,2760,241.53,241.53,0,0,55
1128541,35,104,2704,242.53,291.03,0,0,68
1111883,35,104,2492,387.03,389.03,0,0,69
1052313,35,104,1543,388.03,465.63,0,1,148
1044328,35,104,2304,389.03,485.03,0,1,55
1257040,35,104,2569,332.71,334.71,0,0,161
1305329,35,104,2490,254.2,252.2,0,0,527
1473201,35,42,1885,120.34,118.34,0,0,392
1344727,35,42,1993,120.34,120.34,0,0,312
1340126,35,42,2539,120.31,121.31,0,0,163
1102740,35,42,2631,155.26,153.26,0,0,53
1490506,35,42,1248,155.26,155.26,0,0,27
1438753,35,42,1778,160.11,185.33,0,0,175
1326188,35,42,1062,154.29,154.29,0,0,297
1257956,35,42,2707,224.13,222.13,0,0,203
1402695,35,42,1207,307.49,307.49,0,0,53
1419183,35,42,1230,320.16,318.16,0,0,162
1121203,35,42,2322,309.49,307.49,0,0,27
1217480,35,42,2290,301.67,302.67,0,0,554
1196269,35,42,1727,427.83,427.83,0,0,95
1365776,35,42,1109,263.84,265.84,0,0,217
1060679,35,42,2577,280.33,280.33,0,0,121
1462283,35,42,2640,282.33,280.33,0,0,337
1493458,35,42,1878,280.33,280.33,0,0,243
1161350,35,42,2306,244.5,338.53,0,0,28
1299445,35,42,1216,336.59,418.13,1,0,28
1220948,35,42,2826,329.86,329.86,0,0,189
1367676,35,42,1754,301.7,300.7,0,0,229
1015308,35,42,1971,311.43,310.43,0,0,242
1088436,35,42,1770,485.03,485.03,0,0,15
1355070,35,42,1558,641.23,641.23,0,0,13
1287558,35,42,1962,640.23,640.23,0,0,108
1023280,35,42,1445,629.53,707.13,0,1,217
1415925,35,42,2444,629.53,629.53,0,0,82
1299758,35,42,2867,631.53,631.53,0,0,94
1091703,35,42,2760,231.83,232.83,0,0,177
1091619,35,42,2704,244.5,292.03,0,0,109
1174865,35,42,2492,445.23,446.23,0,0,40
1270692,35,42,1543,388.03,505.43,0,0,108
